학원명,도로명주소,분야명,정원합계,Latitude,Longitude
글과문장논술교습소,서울특별시 강남구 선릉로130길 20,입시.검정 및 보습,24,37.5161513,127.0434365
센텀수학학원,서울특별시 강남구 역삼로64길 26,입시.검정 및 보습,60,37.4994478,127.0533138
바로새김학원,서울특별시 강남구 삼성로 331,입시.검정 및 보습,201,37.5011637,127.0593306
케이비즈수학과학1관학원,서울특별시 강남구 삼성로57길 5,입시.검정 및 보습,105,37.4980215,127.0606264
이챕터스도곡학원,서울특별시 강남구 선릉로 225,입시.검정 및 보습,100,37.4953404,127.0526522
하이매쓰큐학원,서울특별시 강남구 삼성로 212,입시.검정 및 보습,112,37.4974176,127.0653272
페디아플러스대치학원,서울특별시 강남구 삼성로 212,입시.검정 및 보습,70,37.4974176,127.0653272
만두쌤과특별한미술교습소,서울특별시 강남구 광평로10길 6,예능(대),5,37.4818897,127.0775108
아르떼음악교습소,서울특별시 강남구 선릉로68길 27,예능(대),15,37.4996155,127.0539702
로드맵학원,서울특별시 강남구 선릉로 225,입시.검정 및 보습,62,37.4953404,127.0526522
이원학원,서울특별시 강남구 선릉로115길 33,입시.검정 및 보습,60,37.5114869,127.040304
유패스학원,서울특별시 강남구 삼성로76길 16,입시.검정 및 보습,8,37.5040636,127.0596603
두각입시센터학원,서울특별시 강남구 도곡로77길 5,입시.검정 및 보습,156,37.4986723,127.058384
에이플러스독서실,서울특별시 강남구 도곡로 183,독서실,370,37.49227,127.039393
나엘음악학원,서울특별시 강남구 헌릉로570길 34,예능(대),60,37.4631419,127.1034644
양파아카데미학원,서울특별시 강남구 삼성로 212,입시.검정 및 보습,94,37.4974176,127.0653272
세븐에듀원격학원,서울특별시 서초구 헌릉로 176,입시.검정 및 보습,584000,37.45647719999999,127.0593952
최상위수학교습소,서울특별시 강남구 삼성로 212,입시.검정 및 보습,16,37.4974176,127.0653272
압구정예원미술교습소,서울특별시 강남구 압구정로29길 72-1,예능(대),5,37.5322852,127.0283977
이투스원격학원,서울특별시 서초구 남부순환로 2547,입시.검정 및 보습,50190,37.4843054,127.0290946
프라이머리수학대치학원,서울특별시 강남구 삼성로 338,입시.검정 및 보습,390,37.5018392,127.0597125
논리정연수학교습소,서울특별시 강남구 삼성로76길 31,입시.검정 및 보습,30,37.5046893,127.0608171
안보라언어독해학원,서울특별시 강남구 삼성로57길 38,입시.검정 및 보습,250,37.4974426,127.058037
로사피아노교습소,서울특별시 강남구 자곡로 21,예능(대),20,37.46677890000001,127.0929671
강남천년의미소예비관미술학원,서울특별시 강남구 선릉로86길 6-5,예능(대),2750,37.5028138,127.0506214
토즈도곡이(2)스마트독서실,서울특별시 강남구 언주로 311,독서실,328,37.4952625,127.045625
대치수학의바다학원,서울특별시 강남구 삼성로69길 11,입시.검정 및 보습,0,37.501608,127.0584095
미래탐구청은2관학원,서울특별시 강남구 도곡로 434,입시.검정 및 보습,0,37.4976364,127.0579549
긍정영어교습소,서울특별시 강남구 도곡로 413,입시.검정 및 보습,18,37.4975956,127.0557613
이공자피아노교습소,서울특별시 강남구 역삼로 315,예능(대),2,37.5005462,127.0503306
크레버스원격학원,서울특별시 강남구 테헤란로 521,종합(대),281572,37.5090474,127.060893
케이뎀(KDEM)전자실용음악학원,서울특별시 강남구 봉은사로7길 13,예능(대),70,37.5063616,127.0272445
뮤직기타음악교습소,서울특별시 강남구 도산대로101길 29,예능(대),23,37.526923,127.0530712
생담수수학교습소,서울특별시 강남구 학동로 415,입시.검정 및 보습,54,37.5182626,127.0454753
하이매쓰학원,서울특별시 강남구 도곡로 409,입시.검정 및 보습,346,37.4973819,127.0551699
에스이(SE)원격학원,서울특별시 강남구 강남대로94길 71-9,입시.검정 및 보습,8000,37.5012184,127.032793
스마트학원,서울특별시 강남구 논현로8길 53,입시.검정 및 보습,12,37.4748837,127.0528496
포이음악학원,서울특별시 강남구 개포로22길 90,예능(대),240,37.4750114,127.0527234
보컬프렌즈실용음악학원,서울특별시 강남구 선릉로129길 16,예능(대),79,37.5163586,127.0402263
꿈의수학교습소,서울특별시 강남구 삼성로 151,입시.검정 및 보습,30,37.4921261,127.0625653
예원음악교습소,서울특별시 강남구 양재대로33길 25,예능(대),27,37.4910937,127.0824284
에이아이아이(Aii)미술학원,서울특별시 강남구 언주로157길 26,예능(대),16,37.5240945,127.030768
보카퍼스트학원,서울특별시 강남구 도곡로93길 9,입시.검정 및 보습,60,37.5008373,127.0645016
피아노이야기학원,서울특별시 강남구 개포로22길 104,예능(대),290,37.4755914,127.053641
세화학원,서울특별시 강남구 도곡로77길 5,입시.검정 및 보습,90,37.4986723,127.058384
김영일교육컨설팅학원,서울특별시 강남구 도곡로 155,입시.검정 및 보습,30,37.4914239,127.0368158
개념의미학김민준수학교습소,서울특별시 강남구 삼성로 305,입시.검정 및 보습,8,37.4992852,127.0603595
첼로관현악음악교습소,서울특별시 강남구 도산대로101길 29,예능(대),12,37.526923,127.0530712
아트본(Art本)미술학원,서울특별시 강남구 남부순환로359길 27,예능(대),81,37.4865226,127.035873
백중에이(A)학원,서울특별시 강남구 도곡로 528,입시.검정 및 보습,40,37.4950878,127.0476626
형진영어학원,서울특별시 강남구 남부순환로 2936,입시.검정 및 보습,56,37.4933573,127.0619092
한솔에너지아카데미학원,서울특별시 강남구 강남대로42길 13,종합(대),1761,37.4855463,127.0351487
선경제니스어학원,서울특별시 강남구 남부순환로 2936,종합(대),1340,37.4933573,127.0619092
지엘아이진학컨설팅학원,서울특별시 강남구 도곡로 405,입시.검정 및 보습,77,37.4974385,127.0546376
뮤엠영어세곡학원,서울특별시 강남구 헌릉로570길 34,입시.검정 및 보습,150,37.4631419,127.1034644
아레테아카데미(Arete Academy)학원,서울특별시 강남구 도산대로27길 25,입시.검정 및 보습,60,37.5215747,127.0272808
디에스(DS)교육학원,서울특별시 강남구 언주로167길 33-4,입시.검정 및 보습,50,37.5260366,127.0302465
안테나미술학원,서울특별시 강남구 선릉로86길 10,예능(대),9120,37.5030598,127.0506839
더코어패러다임학원,서울특별시 강남구 역삼로 536,입시.검정 및 보습,8,37.5037491,127.0617296
이오영어랩영어교습소,서울특별시 강남구 논현로175길 25,입시.검정 및 보습,8,37.5254304,127.0266876
김필립수학전문원격학원,서울특별시 강남구 도곡로 413,입시.검정 및 보습,6,37.4975956,127.0557613
박희종논술학원,서울특별시 강남구 도곡로 414,입시.검정 및 보습,155,37.4968866,127.0558815
청남수학교습소,서울특별시 강남구 논현로161길 33,입시.검정 및 보습,12,37.5231565,127.0255159
수찬학원,서울특별시 강남구 삼성로 311,입시.검정 및 보습,322,37.49964180000001,127.0601672
시대인재엔(N)관학원,서울특별시 강남구 도곡로 505,입시.검정 및 보습,11610,37.4995633,127.0616676
지식학원,서울특별시 강남구 압구정로30길 17,입시.검정 및 보습,50,37.5263249,127.0295435
황소과학교습소,서울특별시 강남구 역삼로64길 13,입시.검정 및 보습,18,37.5002262,127.05323
엠스퀘어수학학원,서울특별시 강남구 압구정로30길 17,입시.검정 및 보습,48,37.5263249,127.0295435
송영지음악학원,서울특별시 강남구 학동로101길 26,예능(대),63,37.5223046,127.0577361
김희진120%국어교습소,서울특별시 강남구 삼성로 324,입시.검정 및 보습,5,37.5008476,127.0601302
알벨토음악교습소,서울특별시 강남구 삼성로119길 39,예능(대),4,37.5152379,127.0483656
사람인아트스튜디오학원,서울특별시 서초구 서초대로53길 19,예능(대),250,37.4959392,127.0144439
기백한국사교습소,서울특별시 강남구 삼성로67길 3,입시.검정 및 보습,30,37.5011014,127.0591126
더포트폴리오유학미술학원,서울특별시 강남구 압구정로30길 70,예능(대),15,37.5228207,127.0288295
신재하창작학원,서울특별시 강남구 남부순환로 2921,입시.검정 및 보습,320,37.4936059,127.0597001
씽크네이처강남영어교습소,서울특별시 강남구 일원로9길 40,입시.검정 및 보습,68,37.4901885,127.0848641
서현수학교습소,서울특별시 강남구 도곡로 413,입시.검정 및 보습,6,37.4975956,127.0557613
고등수학신영동학원,서울특별시 강남구 학동로 413,입시.검정 및 보습,10,37.5182096,127.0451825
에센셜아카데미학원,서울특별시 강남구 압구정로18길 8,입시.검정 및 보습,16,37.5242768,127.0242794
고구려와허박사학원,서울특별시 강남구 삼성로 225,입시.검정 및 보습,60,37.4971742,127.0613516
대치다다학원,서울특별시 강남구 선릉로64길 15-14,입시.검정 및 보습,120,37.4989487,127.0533074
원리탐구학원,서울특별시 강남구 도곡로 420,입시.검정 및 보습,325,37.4972019,127.0565523
워너비영어교습소,서울특별시 강남구 삼성로61길 51,입시.검정 및 보습,36,37.4981861,127.0563529
마루국어학원,서울특별시 강남구 삼성로 155,입시.검정 및 보습,144,37.4938284,127.062941
아토즈아카데미학원,서울특별시 강남구 도곡로 460,입시.검정 및 보습,280,37.4983942,127.0606446
숲정선수학교습소,서울특별시 강남구 삼성로 155,입시.검정 및 보습,36,37.4938284,127.062941
백년대계수학교습소,서울특별시 강남구 삼성로67길 3,입시.검정 및 보습,15,37.5011014,127.0591126
신현수맞춤수학수학교습소,서울특별시 강남구 삼성로 151,입시.검정 및 보습,24,37.4921261,127.0625653
세정스카이3층학원,서울특별시 강남구 도곡로 446,입시.검정 및 보습,396,37.4979979,127.059403
뉴청샘학원,서울특별시 강남구 압구정로34길 11,입시.검정 및 보습,144,37.5273895,127.030957
스터디브릭스학원,서울특별시 강남구 삼성로 315,종합(대),96,37.4999536,127.059922
K2I수학올림피아드학원,서울특별시 강남구 삼성로67길 22,입시.검정 및 보습,750,37.5008433,127.057656
하이앤드에듀(HighEnd Edu.)학원,서울특별시 강남구 역삼로 462,입시.검정 및 보습,50,37.502626,127.0578107
엘리트과학교습소,서울특별시 강남구 광평로10길 15,입시.검정 및 보습,22,37.482024,127.0821324
히스토리아사회교습소,서울특별시 강남구 역삼로64길 26,입시.검정 및 보습,24,37.4994478,127.0533138
압구정에듀홀릭학원,서울특별시 강남구 압구정로34길 11,입시.검정 및 보습,32,37.5273895,127.030957
에듀바이스맞춤교육영어교습소,서울특별시 강남구 선릉로64길 15-12,입시.검정 및 보습,24,37.4988372,127.0533605
윤선생우리집앞세곡리엔파크영어교습소,서울특별시 강남구 헌릉로570길 34,입시.검정 및 보습,50,37.4631419,127.1034644
뮤닥터실용음악학원,서울특별시 강남구 강남대로94길 70,예능(대),40,37.5006547,127.0328462
탑클래스수학교습소,서울특별시 강남구 삼성로 212,입시.검정 및 보습,25,37.4974176,127.0653272
유로1104(Euro1104)에이피(AP)교습소,서울특별시 강남구 압구정로29길 72-1,입시.검정 및 보습,16,37.5322852,127.0283977
오르비클래스원격학원,서울특별시 강남구 테헤란로55길 17,입시.검정 및 보습,2369763,37.5056561,127.0470619
에쓰앤유과학학원,서울특별시 강남구 영동대로57길 28,입시.검정 및 보습,24,37.4998959,127.0652973
한티음악교습소,서울특별시 강남구 선릉로 225,예능(대),11,37.4953404,127.0526522
브라이트잉글리쉬(Bright English)영어교습소,서울특별시 강남구 광평로10길 6,입시.검정 및 보습,42,37.4818897,127.0775108
코칭영어교습소,서울특별시 강남구 광평로10길 6,입시.검정 및 보습,2,37.4818897,127.0775108
진아카데미학원,서울특별시 강남구 선릉로76길 34,입시.검정 및 보습,120,37.5020325,127.0534169
지앤아트미술교습소,서울특별시 강남구 개포로109길 9,예능(대),4,37.4941844,127.0752156
바룸학원,서울특별시 강남구 삼성로58길 39,입시.검정 및 보습,12,37.4994486,127.0642747
씨엠에스(CMS)대치입시센터2관학원,서울특별시 강남구 삼성로 334,입시.검정 및 보습,495,37.5015069,127.0599056
플라즈마고등1관학원,서울특별시 강남구 삼성로 341,입시.검정 및 보습,1590,37.5019016,127.0589304
영어나무학원,서울특별시 강남구 남부순환로 2941,입시.검정 및 보습,830,37.49422680000001,127.0617852
비상국악교습소,서울특별시 강남구 개포로22길 52,예능(대),77,37.4759338,127.0499575
아이엔지과학교습소,서울특별시 강남구 삼성로63길 10,입시.검정 및 보습,5,37.5000203,127.0593033
대치삼보어학원,서울특별시 강남구 남부순환로 2911-1,종합(대),105,37.4927102,127.0577477
